,Echantillon,Type,Value,Depth_cm
1,I2,C,219.59728100779927,0.01
2,I2,C,209.63297265218054,0.02
3,I2,C,199.57561463587092,0.03
4,I2,C,189.5793679903943,0.04
5,I2,C,179.66925873059566,0.05
6,I2,C,169.8213160256659,0.06
7,I2,C,159.86921603715595,0.07
8,I2,C,149.61772626940348,0.08
9,I2,C,139.1240091398959,0.09
10,I2,C,128.58282042312766,0.1
11,I2,C,118.19178895383898,0.11
12,I2,C,108.12315618796325,0.12
13,I2,C,98.56670813290474,0.13
14,I2,C,89.52470438614642,0.14
15,I2,C,80.95280843232146,0.15
16,I2,C,72.81842130280755,0.16
17,I2,C,65.09934667546713,0.17
18,I2,C,57.763605372072554,0.18
19,I2,C,50.835001560609804,0.19
20,I2,C,44.334846485433054,0.2
21,I2,C,38.24573636514712,0.21
22,I2,C,32.52454365463491,0.22
23,I2,C,27.13324069082517,0.23
24,I2,C,22.08147556335508,0.24
25,I2,C,17.379482473075136,0.25
26,I2,C,13.101038857494435,0.26
27,I2,C,9.345163710876493,0.27
28,I2,C,6.2255015119988935,0.28
29,I2,C,3.8888418530071833,0.29
30,I2,C,2.482404645448403,0.3
31,I2,C,1.6945150912570472,0.31
32,I2,C,1.1315927727879287,0.32
33,I2,C,0.5666875531763562,0.33
34,I2,C,0.0,0.34
0,A1,Db,0.0,
1,A1,SSE,0.0011530512486105941,
2,A1,R_int,-0.02248435116444432,
3,A1,r^2,0.9988644775522691,
0,A1,R,0.0,0.0
1,A1,R,-0.08130604442472403,0.02428571428571429
2,A1,R,-0.12879355062311654,0.04857142857142858
3,A1,R,-0.05858113217905096,0.07285714285714287
4,A1,R,-0.02998493843447408,0.09714285714285716
5,A1,R,-0.050250044412451636,0.12142857142857144
6,A1,R,-0.038382714420165026,0.14571428571428574
7,A1,R,-0.03838272437441704,0.17
8,A1,R,-0.03838331873137599,0.1942857142857143
9,A1,R,-0.03386642859137388,0.2185714285714286
10,A1,R,-0.033866444386819246,0.24285714285714288
11,A1,R,-0.06679383412331948,0.2671428571428572
12,A1,R,-0.10092197263697972,0.2914285714285715
13,A1,R,0.0,0.3157142857142858
14,A1,R,0.0,0.34
0,A1,C,223.8074763514,0.0
1,A1,C,214.05171230613044,0.01
2,A1,C,203.8920149342405,0.02
3,A1,C,193.55881222141218,0.03
4,A1,C,183.28767858414682,0.04
5,A1,C,173.29626463487622,0.05
6,A1,C,163.75222726696418,0.06
7,A1,C,154.5365609096694,0.07
8,A1,C,145.50025905951225,0.08
9,A1,C,136.5543770034209,0.09
10,A1,C,127.64715209126172,0.1
11,A1,C,118.76471031080659,0.11
12,A1,C,110.00431771956733,0.12
13,A1,C,101.47561203705655,0.13
14,A1,C,93.18641471725964,0.14
15,A1,C,85.11632994195371,0.15
16,A1,C,77.26636442310928,0.16
17,A1,C,69.6607612384476,0.17
18,A1,C,62.3173641435188,0.18
19,A1,C,55.25651925697557,0.19
20,A1,C,48.49654282885104,0.2
21,A1,C,42.04027071489358,0.21
22,A1,C,35.88336994965595,0.22
23,A1,C,30.022140962451218,0.23
24,A1,C,24.465959949168536,0.24
25,A1,C,19.22497823761179,0.25
26,A1,C,14.411107504837348,0.26
27,A1,C,10.17748076352258,0.27
28,A1,C,6.681369333312465,0.28
29,A1,C,4.084826640386702,0.29
30,A1,C,2.550319513659572,0.3
31,A1,C,1.7215677599729107,0.31
32,A1,C,1.1496584746287943,0.32
33,A1,C,0.5757346314352524,0.33
34,A1,C,0.0,0.34
0,C3,Db,0.0,
1,C3,SSE,0.0028692435688690856,
2,C3,R_int,-0.02908534657135112,
3,C3,r^2,0.9971605492841806,
0,C3,R,-0.0010085783515400148,0.0
1,C3,R,-0.0537290259273032,0.02428571428571429
2,C3,R,-0.10708431774919429,0.04857142857142858
3,C3,R,-0.1237018143330083,0.07285714285714287
4,C3,R,-0.10564099941121557,0.09714285714285716
5,C3,R,-0.07274142131035272,0.12142857142857144
6,C3,R,-0.05591956402063757,0.14571428571428574
7,C3,R,-0.06064113692461639,0.17
8,C3,R,-0.06549909805161194,0.1942857142857143
9,C3,R,-0.05672882129639107,0.2185714285714286
10,C3,R,-0.050819197854882175,0.24285714285714288
11,C3,R,-0.051311555006663435,0.2671428571428572
12,C3,R,-0.06495908434757426,0.2914285714285715
13,C3,R,-0.03504811869319366,0.3157142857142858
14,C3,R,-4.471560829453294e-05,0.34
0,C3,C,231.1540484035998,0.0
1,C3,C,219.69477450707825,0.01
2,C3,C,207.67531856155378,0.02
3,C3,C,195.25933416185202,0.03
4,C3,C,182.66472686311363,0.04
5,C3,C,170.1328420069001,0.05
6,C3,C,157.8376324337777,0.06
7,C3,C,145.9318437832071,0.07
8,C3,C,134.5258521136916,0.08
9,C3,C,123.63114450654713,0.09
10,C3,C,113.25503148449585,0.1
11,C3,C,103.3430424404141,0.11
12,C3,C,93.8160014836356,0.12
13,C3,C,84.65166239156864,0.13
14,C3,C,75.82349927753262,0.14
15,C3,C,67.35580777505666,0.15
16,C3,C,59.30285745470789,0.16
17,C3,C,51.71696233236131,0.17
18,C3,C,44.64450580812553,0.18
19,C3,C,38.11694286706235,0.19
20,C3,C,32.11863835647299,0.2
21,C3,C,26.62849533028355,0.21
22,C3,C,21.637038317790076,0.22
23,C3,C,17.131929915643305,0.23
24,C3,C,13.122958516358217,0.24
25,C3,C,9.62425485018351,0.25
26,C3,C,6.689112610517887,0.26
27,C3,C,4.39240532543107,0.27
28,C3,C,2.7190359520999037,0.28
29,C3,C,1.530755951776405,0.29
30,C3,C,0.6807253843896746,0.3
31,C3,C,0.0,0.31
0,J4,Db,0.0,
1,J4,SSE,0.02655928728956814,
2,J4,R_int,-0.06818165065812835,
3,J4,r^2,0.9743025768834843,
0,J4,R,0.0,0.0
1,J4,R,0.0,0.02214285714285714
2,J4,R,-0.30629216426894146,0.04428571428571428
3,J4,R,-0.4695450716211629,0.06642857142857142
4,J4,R,-0.4695450636706702,0.08857142857142856
5,J4,R,-0.46954506542225133,0.11071428571428571
6,J4,R,-0.13781651478533047,0.13285714285714284
7,J4,R,-0.06842319798503974,0.155
8,J4,R,-0.06715729414451069,0.17714285714285713
9,J4,R,-0.06684401376072727,0.19928571428571426
10,J4,R,-0.06603852370535877,0.22142857142857142
11,J4,R,0.0,0.24357142857142855
12,J4,R,0.0,0.2657142857142857
13,J4,R,0.0,0.2878571428571428
14,J4,R,0.0,0.31
0,J4,C,233.8388165875129,0.0
1,J4,C,212.02121294731654,0.01
2,J4,C,188.82391626216412,0.02
3,J4,C,164.47270909792678,0.03
4,J4,C,140.18252459017586,0.04
5,J4,C,117.099933739828,0.05
6,J4,C,96.12580788400639,0.06
7,J4,C,77.82957907246798,0.07
8,J4,C,62.529892804969506,0.08
9,J4,C,50.50473421875677,0.09
10,J4,C,41.920667968760085,0.1
11,J4,C,35.42238045824508,0.11
12,J4,C,29.871774873819035,0.12
13,J4,C,24.98395792092646,0.13
14,J4,C,20.620807778180776,0.14
15,J4,C,16.805804777067408,0.15
16,J4,C,13.566027987075104,0.16
17,J4,C,10.926486918085095,0.17
18,J4,C,8.905262185197866,0.18
19,J4,C,7.466688704242352,0.19
20,J4,C,6.252310142041534,0.2
21,J4,C,5.024363619589465,0.21
22,J4,C,3.7841351238081233,0.22
23,J4,C,2.5328155634457135,0.23
24,J4,C,1.2710976022469378,0.24
25,J4,C,0.0,0.25
0,K2,Db,0.0,
1,K2,SSE,0.00707588511254419,
2,K2,R_int,-0.060173433195712264,
3,K2,r^2,0.993716249556044,
0,K2,R,0.0,0.0
1,K2,R,0.0,0.017857142857142856
2,K2,R,0.0,0.03571428571428571
3,K2,R,-1.7052561011446703,0.05357142857142857
4,K2,R,-0.0109951101182673,0.07142857142857142
5,K2,R,-0.01928815316744946,0.08928571428571427
6,K2,R,-0.05294180700511437,0.10714285714285714
7,K2,R,-0.07059034403909269,0.125
8,K2,R,-0.01299085061423172,0.14285714285714285
9,K2,R,0.0,0.1607142857142857
10,K2,R,0.0,0.17857142857142855
11,K2,R,0.0,0.19642857142857142
12,K2,R,0.0,0.21428571428571427
13,K2,R,0.0,0.23214285714285712
14,K2,R,0.0,0.25
0,K2,C,223.91161946598714,0.0
1,K2,C,200.94052929864225,0.01
2,K2,C,176.5168023586431,0.02
3,K2,C,150.63531344075645,0.03
4,K2,C,123.35441569489586,0.04
5,K2,C,94.73757064972668,0.05
6,K2,C,68.9290445027478,0.06
7,K2,C,52.360754301706145,0.07
8,K2,C,45.002056818644554,0.08
9,K2,C,41.14210737319811,0.09
10,K2,C,37.26602257552433,0.1
11,K2,C,33.42193885415393,0.11
12,K2,C,29.685851967512363,0.12
13,K2,C,26.21793661259445,0.13
14,K2,C,23.176132596366383,0.14
15,K2,C,20.661695462843728,0.15
16,K2,C,18.780003207860027,0.16
17,K2,C,17.294547164826763,0.17
18,K2,C,15.953526929083498,0.18
19,K2,C,14.672737455899398,0.19
20,K2,C,13.394155265589065,0.2
21,K2,C,12.101287783298078,0.21
22,K2,C,10.7954889854771,0.22
23,K2,C,9.47801274366433,0.23
24,K2,C,8.14958834241354,0.24
25,K2,C,6.811288402867716,0.25
26,K2,C,5.464099804545608,0.26
27,K2,C,4.108602124548889,0.27
28,K2,C,2.7456292469870904,0.28
29,K2,C,1.3759447403851086,0.29
30,K2,C,0.0,0.3
0,D2,Db,0.0,
1,D2,SSE,0.004429664709802997,
2,D2,R_int,-0.068610425630453,
3,D2,r^2,0.9960183473534299,
0,D2,R,0.0,0.0
1,D2,R,0.0,0.02142857142857143
2,D2,R,0.0,0.04285714285714286
3,D2,R,-1.519219644711263,0.06428571428571428
4,D2,R,-0.45556645757697695,0.08571428571428572
5,D2,R,-1.2394134863142833e-05,0.10714285714285715
6,D2,R,-0.047627151111396634,0.12857142857142856
7,D2,R,-0.05606045849656051,0.15
8,D2,R,-0.056060469138588316,0.17142857142857143
9,D2,R,0.0,0.19285714285714287
10,D2,R,0.0,0.2142857142857143
11,D2,R,0.0,0.2357142857142857
12,D2,R,0.0,0.2571428571428571
13,D2,R,0.0,0.2785714285714286
14,D2,R,0.0,0.3
0,D2,C,234.6037080705476,0.0
1,D2,C,210.07770630888598,0.01
2,D2,C,184.00073888622933,0.02
3,D2,C,156.36733367253663,0.03
4,D2,C,127.23979373863098,0.04
5,D2,C,96.68587631991144,0.05
6,D2,C,70.23876920282962,0.06
7,D2,C,54.17720566157832,0.07
8,D2,C,45.25750835597463,0.08
9,D2,C,39.723004699420514,0.09
10,D2,C,35.92125282224901,0.1
11,D2,C,32.011390469190026,0.11
12,D2,C,28.2081685214903,0.12
13,D2,C,24.745277660895034,0.13
14,D2,C,21.68756924158596,0.14
15,D2,C,19.097534609822567,0.15
16,D2,C,16.999356387149895,0.16
17,D2,C,15.414436322710397,0.17
18,D2,C,14.083378023816238,0.18
19,D2,C,12.734453385201567,0.19
20,D2,C,11.369324049870363,0.2
21,D2,C,9.988942452076598,0.21
22,D2,C,8.594754218848527,0.22
23,D2,C,7.188098096206935,0.23
24,D2,C,5.769752733929452,0.24
25,D2,C,4.340863358814228,0.25
26,D2,C,2.9024836521902317,0.26
27,D2,C,1.4552324226953275,0.27
28,D2,C,0.0,0.28
0,F2,Db,0.0,
1,F2,SSE,0.020737274731315324,
2,F2,R_int,-0.07022124576873676,
3,F2,r^2,0.9813097889461038,
0,F2,R,0.0,0.0
1,F2,R,0.0,0.02
2,F2,R,-0.05685247960138079,0.04
3,F2,R,-1.533299818664804,0.06
4,F2,R,-0.3387636919228013,0.08
5,F2,R,-0.06392815438841853,0.1
6,F2,R,-0.06392814983020699,0.12
7,F2,R,-0.06399204767054012,0.14
8,F2,R,-0.06389663739365799,0.16
9,F2,R,0.0,0.18
10,F2,R,0.0,0.2
11,F2,R,0.0,0.22
12,F2,R,0.0,0.24
13,F2,R,0.0,0.26
14,F2,R,0.0,0.28
0,F2,C,224.09447958210617,0.0
1,F2,C,199.92235882083406,0.01
2,F2,C,174.2216509861988,0.02
3,F2,C,147.00017655286294,0.03
4,F2,C,118.51576207460494,0.04
5,F2,C,89.78978481105446,0.05
6,F2,C,66.50439053316904,0.06
7,F2,C,52.83902347504498,0.07
8,F2,C,44.788074146364856,0.08
9,F2,C,38.87400095350061,0.09
10,F2,C,34.07554763781715,0.1
11,F2,C,29.6911758276617,0.11
12,F2,C,25.75550169863284,0.12
13,F2,C,22.30471667524863,0.13
14,F2,C,19.37157543993182,0.14
15,F2,C,16.98319153624285,0.15
16,F2,C,15.165738911444409,0.16
17,F2,C,13.757789210055256,0.17
18,F2,C,12.445936497418767,0.18
19,F2,C,11.116475235069085,0.19
20,F2,C,9.771043090480289,0.2
21,F2,C,8.410578755414207,0.21
22,F2,C,7.0365069982224915,0.22
23,F2,C,5.650147248415002,0.23
24,F2,C,4.252266920780272,0.24
25,F2,C,2.8439947178574676,0.25
26,F2,C,1.4263691176086823,0.26
27,F2,C,0.0,0.27
0,G2,Db,0.0,
1,G2,SSE,0.0012659456254731497,
2,G2,R_int,-0.028376334868113175,
3,G2,r^2,0.998766832328704,
0,G2,R,0.0,0.0
1,G2,R,-0.09136739638949747,0.019285714285714288
2,G2,R,-0.1899847808258471,0.038571428571428576
3,G2,R,-0.08767640514276638,0.057857142857142864
4,G2,R,-0.0080065595912191,0.07714285714285715
5,G2,R,-0.008006552631247521,0.09642857142857145
6,G2,R,-0.08972831318535845,0.11571428571428573
7,G2,R,-0.07305998083924574,0.135
8,G2,R,-0.04893180379134964,0.1542857142857143
9,G2,R,-0.04615665897432958,0.1735714285714286
10,G2,R,-0.03977188211682783,0.1928571428571429
11,G2,R,-0.03967482586575801,0.21214285714285716
12,G2,R,-0.14009234284552638,0.23142857142857146
13,G2,R,-0.02036180480899206,0.2507142857142857
14,G2,R,0.0,0.27
0,G2,C,233.36340303116066,0.0
1,G2,C,222.19772672580908,0.01
2,G2,C,210.5590370676938,0.02
3,G2,C,198.73390880155796,0.03
4,G2,C,187.09875450742072,0.04
5,G2,C,176.07675803042676,0.05
6,G2,C,165.73373733771328,0.06
7,G2,C,155.84791490044972,0.07
8,G2,C,146.17790782665685,0.08
9,G2,C,136.48256170888519,0.09
10,G2,C,126.54602035659417,0.1
11,G2,C,116.3946968499786,0.11
12,G2,C,106.04361642485748,0.12
13,G2,C,95.82963153192458,0.13
14,G2,C,86.13294437033097,0.14
15,G2,C,77.0426559130176,0.15
16,G2,C,68.53148252855686,0.16
17,G2,C,60.547345645544574,0.17
18,G2,C,53.00900563197326,0.18
19,G2,C,45.86032291084005,0.19
20,G2,C,39.10968344371293,0.2
21,G2,C,32.75874144381093,0.21
22,G2,C,26.79401514988304,0.22
23,G2,C,21.199295412208482,0.23
24,G2,C,15.980091318691716,0.24
25,G2,C,11.146665851390438,0.25
26,G2,C,7.021716225662589,0.26
27,G2,C,4.10684176794063,0.27
28,G2,C,2.4477440852937633,0.28
29,G2,C,1.4674271391563598,0.29
30,G2,C,0.6846043082005195,0.3
31,G2,C,0.0,0.31
0,I1,Db,0.0,
1,I1,SSE,0.009371303205557858,
2,I1,R_int,-0.019165341147449968,
3,I1,r^2,0.9907634352131797,
0,I1,R,0.0,0.0
1,I1,R,-0.03352183420228533,0.02214285714285714
2,I1,R,-0.14778214957399885,0.04428571428571428
3,I1,R,-0.14806116629951138,0.06642857142857142
4,I1,R,-0.01655527950057255,0.08857142857142856
5,I1,R,-0.016555319391310344,0.11071428571428571
6,I1,R,-0.022133577205563748,0.13285714285714284
7,I1,R,-0.021841457353879174,0.155
8,I1,R,-0.021318564856309178,0.17714285714285713
9,I1,R,-0.026381687948884583,0.19928571428571426
10,I1,R,-0.051868781842435686,0.22142857142857142
11,I1,R,-0.07190415668901393,0.24357142857142855
12,I1,R,-0.0183272738753637,0.2657142857142857
13,I1,R,-3.7881764265730676e-06,0.2878571428571428
14,I1,R,-2.1005110650803492e-08,0.31
0,I1,C,221.2154257538015,0.0
1,I1,C,211.696921295663,0.01
2,I1,C,201.63793080190092,0.02
3,I1,C,191.12053986642937,0.03
4,I1,C,180.30714046760247,0.04
5,I1,C,169.5377809573756,0.05
6,I1,C,159.1731633786604,0.06
7,I1,C,149.49607036926722,0.07
8,I1,C,140.61886141825335,0.08
9,I1,C,132.63541123227512,0.09
10,I1,C,125.38909727453554,0.1
11,I1,C,118.54628606040859,0.11
12,I1,C,111.72802521167037,0.12
13,I1,C,104.89724014073643,0.13
14,I1,C,98.07383701105474,0.14
15,I1,C,91.27243337500242,0.15
16,I1,C,84.52982805823594,0.16
17,I1,C,77.88233247890273,0.17
18,I1,C,71.35588615826626,0.18
19,I1,C,64.96442132521265,0.19
20,I1,C,58.72038610198824,0.2
21,I1,C,52.63177914414002,0.21
22,I1,C,46.70774224211125,0.22
23,I1,C,40.956205791238624,0.23
24,I1,C,35.39737827619664,0.24
25,I1,C,30.05887681032544,0.25
26,I1,C,24.96778154129984,0.26
27,I1,C,20.223123894060404,0.27
28,I1,C,15.931625189385768,0.28
29,I1,C,12.19748543204189,0.29
30,I1,C,9.106228901031809,0.3
31,I1,C,6.744104132961765,0.31
32,I1,C,5.092845564307462,0.32
33,I1,C,3.9443713031995844,0.33
34,I1,C,3.0882063065925305,0.34
35,I1,C,2.3923520204256916,0.35000000000000003
36,I1,C,1.7841867939249034,0.36
37,I1,C,1.1905479778258963,0.37
38,I1,C,0.595796713795044,0.38
39,I1,C,0.0,0.39
0,A3,Db,0.0,
1,A3,SSE,0.013572987123140673,
2,A3,R_int,-0.021930428915680252,
3,A3,r^2,0.9865645347933425,
0,A3,R,0.0,0.0
1,A3,R,-0.08689583887505228,0.027857142857142858
2,A3,R,-0.08692685540601432,0.055714285714285716
3,A3,R,-0.08587124033267134,0.08357142857142857
4,A3,R,-0.05742281473635908,0.11142857142857143
5,A3,R,-0.05742114490132449,0.1392857142857143
6,A3,R,-0.05729228971676719,0.16714285714285715
7,A3,R,-0.030274371461743225,0.195
8,A3,R,-0.030257160279337992,0.22285714285714286
9,A3,R,-0.03025785382389111,0.2507142857142857
10,A3,R,-0.07301517300959846,0.2785714285714286
11,A3,R,-0.08663065221149108,0.30642857142857144
12,A3,R,-1.461595580159037e-05,0.3342857142857143
13,A3,R,0.0,0.36214285714285716
14,A3,R,0.0,0.39
0,A3,C,222.4653886786423,0.0
1,A3,C,212.41863923027108,0.01
2,A3,C,201.9264990654705,0.02
3,A3,C,191.22344922967767,0.03
4,A3,C,180.5100785053994,0.04
5,A3,C,169.87067914882724,0.05
6,A3,C,159.36933606673057,0.06
7,A3,C,149.0845946759683,0.07
8,A3,C,139.0899454076031,0.08
9,A3,C,129.4164432381812,0.09
10,A3,C,120.03835503449473,0.1
11,A3,C,110.91686433484766,0.11
12,A3,C,102.06255746229004,0.12
13,A3,C,93.51909561816146,0.13
14,A3,C,85.32629840655035,0.14
15,A3,C,77.51392838846463,0.15
16,A3,C,70.11514586280806,0.16
17,A3,C,63.10105850934557,0.17
18,A3,C,56.38855310444427,0.18
19,A3,C,49.89205731834383,0.19
20,A3,C,43.62724574757731,0.2
21,A3,C,37.6055255578741,0.21
22,A3,C,31.83971764628044,0.22
23,A3,C,26.34126543538531,0.23
24,A3,C,21.118624718394468,0.24
25,A3,C,16.333222990313686,0.25
26,A3,C,12.173927658949871,0.26
27,A3,C,8.795608396715407,0.27
28,A3,C,6.267131101211958,0.28
29,A3,C,4.65661744273442,0.29
30,A3,C,3.7257204103307227,0.3
31,A3,C,3.1094527303509483,0.31
32,A3,C,2.4911486180993276,0.32
33,A3,C,1.8708990079426826,0.33
34,A3,C,1.2488548862324267,0.34
35,A3,C,0.6251833654930689,0.35000000000000003
36,A3,C,0.0,0.36
0,B3,Db,0.0,
1,B3,SSE,0.0012469077058004812,
2,B3,R_int,-0.021386221574307373,
3,B3,r^2,0.9987880973382962,
0,B3,R,0.0,0.0
1,B3,R,-0.27283449853185027,0.025714285714285714
2,B3,R,-0.03478854994251036,0.05142857142857143
3,B3,R,-0.00019709433843330827,0.07714285714285714
4,B3,R,-0.06037688006151308,0.10285714285714286
5,B3,R,-0.035188549168417224,0.12857142857142856
6,B3,R,-0.029186971036900818,0.15428571428571428
7,B3,R,-0.02918696852392113,0.18
8,B3,R,-0.02202160814971143,0.2057142857142857
9,B3,R,-0.022162543119446418,0.23142857142857143
10,B3,R,-0.022399631424120096,0.2571428571428571
11,B3,R,-0.09338849479289016,0.28285714285714286
12,B3,R,-0.04361732655540392,0.30857142857142855
13,B3,R,0.0,0.3342857142857143
14,B3,R,0.0,0.36
0,B3,C,237.1155325851582,0.0
1,B3,C,226.49029255779755,0.01
2,B3,C,215.76292620838825,0.02
3,B3,C,205.61741747995512,0.03
4,B3,C,196.6043914502459,0.04
5,B3,C,188.32184531204274,0.05
6,B3,C,180.26302249236213,0.06
7,B3,C,172.0896296844654,0.07
8,B3,C,163.74142721393437,0.08
9,B3,C,155.1354535111991,0.09
10,B3,C,146.37414511302083,0.1
11,B3,C,137.67142769501527,0.11
12,B3,C,129.24590155381497,0.12
13,B3,C,121.09782479733946,0.13
14,B3,C,113.18026719984915,0.14
15,B3,C,105.43679554566687,0.15
16,B3,C,97.87218559939252,0.16
17,B3,C,90.48785627492161,0.17
18,B3,C,83.2841329528783,0.18
19,B3,C,76.27889780473208,0.19
20,B3,C,69.48825183601707,0.2
21,B3,C,62.91051239389683,0.21
22,B3,C,56.53179963554609,0.22
23,B3,C,50.336134075350714,0.23
24,B3,C,44.323609650915344,0.24
25,B3,C,38.50324443530644,0.25
26,B3,C,32.88313359454165,0.26
27,B3,C,27.469576949341747,0.27
28,B3,C,22.269569362975904,0.28
29,B3,C,17.32906560799136,0.29
30,B3,C,12.932039661471945,0.3
31,B3,C,9.366122157900366,0.31
32,B3,C,6.7497964283510505,0.32
33,B3,C,4.892038168328217,0.33
34,B3,C,3.599430205414157,0.34
35,B3,C,2.6902762858683613,0.35000000000000003
36,B3,C,1.9915684715758157,0.36
37,B3,C,1.3289576313131928,0.37
38,B3,C,0.6650709266886037,0.38
39,B3,C,0.0,0.39
0,H2,Db,0.0,
1,H2,SSE,0.0035456004721106434,
2,H2,R_int,-0.010921197610106192,
3,H2,r^2,0.9964786950980404,
0,H2,R,0.0,0.0
1,H2,R,0.0,0.027857142857142858
2,H2,R,0.0,0.055714285714285716
3,H2,R,0.0,0.08357142857142857
4,H2,R,0.0,0.11142857142857143
5,H2,R,0.0,0.1392857142857143
6,H2,R,-0.057272730206873707,0.16714285714285715
7,H2,R,-0.05087994005420598,0.195
8,H2,R,-0.029521017589546974,0.22285714285714286
9,H2,R,-0.029520774289364674,0.2507142857142857
10,H2,R,-0.02952077248406131,0.2785714285714286
11,H2,R,-0.02964797257501945,0.30642857142857144
12,H2,R,-0.06884234228414804,0.3342857142857143
13,H2,R,-0.044565042831194654,0.36214285714285716
14,H2,R,0.0,0.39
0,H2,C,209.06068526140143,0.0
1,H2,C,203.90675299786656,0.01
2,H2,C,198.41612663015087,0.02
3,H2,C,192.5875031047428,0.03
4,H2,C,186.43476973633335,0.04
5,H2,C,179.97306341581148,0.05
6,H2,C,173.20691303122035,0.06
7,H2,C,166.15380876929973,0.07
8,H2,C,158.83161228806253,0.08
9,H2,C,151.2482181467856,0.09
10,H2,C,143.4219972516615,0.1
11,H2,C,135.3710158484208,0.11
12,H2,C,127.10443207315264,0.12
13,H2,C,118.6395582088448,0.13
14,H2,C,109.99300079403307,0.14
15,H2,C,101.33620088330711,0.15
16,H2,C,92.90058957390984,0.16
17,H2,C,84.89205682155045,0.17
18,H2,C,77.3105808829835,0.18
19,H2,C,70.157185253932,0.19
20,H2,C,63.40011044629785,0.2
21,H2,C,56.97118396911763,0.21
22,H2,C,50.800835536397415,0.22
23,H2,C,44.88875947531277,0.23
24,H2,C,39.24347688605793,0.24
25,H2,C,33.87434803159899,0.25
26,H2,C,28.78963144783883,0.26
27,H2,C,23.995441103979378,0.27
28,H2,C,19.498602407017017,0.28
29,H2,C,15.305361073749744,0.29
30,H2,C,11.420556804383533,0.3
31,H2,C,8.001070327444783,0.31
32,H2,C,5.216505632556499,0.32
33,H2,C,3.1606051342797317,0.33
34,H2,C,1.7359146867069608,0.34
35,H2,C,0.8434282561428293,0.35000000000000003
36,H2,C,0.32741379070747667,0.36
37,H2,C,0.0,0.37
0,G4,Db,0.0,
1,G4,SSE,0.0015314479725865144,
2,G4,R_int,-0.017010450780962798,
3,G4,r^2,0.99848555783539,
0,G4,R,0.0,0.0
1,G4,R,-0.028480172915970672,0.02642857142857143
2,G4,R,-0.05288655696292446,0.05285714285714286
3,G4,R,-0.07542140650533166,0.07928571428571429
4,G4,R,-0.07542140754993633,0.10571428571428572
5,G4,R,-0.013235850249097087,0.13214285714285715
6,G4,R,-0.025650858411939283,0.15857142857142859
7,G4,R,-0.03490896246163512,0.185
8,G4,R,-0.03464849686877116,0.21142857142857144
9,G4,R,-0.02353719555108846,0.23785714285714288
10,G4,R,-0.015375392585380973,0.2642857142857143
11,G4,R,-0.07415958577001866,0.2907142857142857
12,G4,R,-0.07548813846452643,0.31714285714285717
13,G4,R,0.0,0.3435714285714286
14,G4,R,0.0,0.37
0,G4,C,223.36589469067468,0.0
1,G4,C,215.3084977831127,0.01
2,G4,C,206.78873974088577,0.02
3,G4,C,197.88041387827397,0.03
4,G4,C,188.68824675660727,0.04
5,G4,C,179.321172132409,0.05
6,G4,C,169.88056821229875,0.06
7,G4,C,160.4895901624347,0.07
8,G4,C,151.27503939001406,0.08
9,G4,C,142.35053100380745,0.09
10,G4,C,133.77880913847792,0.1
11,G4,C,125.61781234929497,0.11
12,G4,C,117.82257238779188,0.12
13,G4,C,110.22319832175366,0.13
14,G4,C,102.63168831609639,0.14
15,G4,C,95.05005154520191,0.15
16,G4,C,87.54300277822682,0.16
17,G4,C,80.17420730450868,0.17
18,G4,C,72.99310445419108,0.18
19,G4,C,66.05331928906274,0.19
20,G4,C,59.38941277596029,0.2
21,G4,C,53.01320654148175,0.21
22,G4,C,46.937872325191606,0.22
23,G4,C,41.137745756661516,0.23
24,G4,C,35.57675770447299,0.24
25,G4,C,30.221212314567964,0.25
26,G4,C,25.0450347229814,0.26
27,G4,C,20.019529259983944,0.27
28,G4,C,15.27417272865403,0.28
29,G4,C,11.05875502832693,0.29
30,G4,C,7.6248128396101755,0.3
31,G4,C,5.003249039644097,0.31
32,G4,C,3.2067873663542876,0.32
33,G4,C,2.154513250095702,0.33
34,G4,C,1.5322537025067675,0.34
35,G4,C,1.022656250613096,0.35000000000000003
36,G4,C,0.5118621529826258,0.36
37,G4,C,0.0,0.37
0,C2,Db,0.0,
1,C2,SSE,0.03339246321773058,
2,C2,R_int,-0.013385894839117264,
3,C2,r^2,0.9666524383903234,
0,C2,R,-0.025983898944516602,0.0
1,C2,R,-0.025983639629060737,0.02642857142857143
2,C2,R,-0.0259835872351612,0.05285714285714286
3,C2,R,-0.025983575526479723,0.07928571428571429
4,C2,R,-0.02598383591407645,0.10571428571428572
5,C2,R,-0.02658605895893961,0.13214285714285715
6,C2,R,-0.02658606642324461,0.15857142857142859
7,C2,R,-0.02658606852217587,0.185
8,C2,R,-0.019611609508864328,0.21142857142857144
9,C2,R,-0.01959566929335518,0.23785714285714288
10,C2,R,-0.019595668601363816,0.2642857142857143
11,C2,R,-0.019596294749258707,0.2907142857142857
12,C2,R,-0.035253207265545546,0.31714285714285717
13,C2,R,-0.04341717077472789,0.3435714285714286
14,C2,R,-0.04970371031465574,0.37
0,C2,C,225.158732947259,0.0
1,C2,C,218.86796671150444,0.01
2,C2,C,212.32057937350086,0.02
3,C2,C,205.53398184247348,0.03
4,C2,C,198.54295493196344,0.04
5,C2,C,191.3824933895957,0.05
6,C2,C,184.07485852995055,0.06
7,C2,C,176.655564019982,0.07
8,C2,C,169.1590289796952,0.08
