,Echantillon,Type,Value,Depth_cm
24,E4,C,10.943211586843352,0.24
25,E4,C,7.150638887490961,0.25
26,E4,C,4.272053819233102,0.26
27,E4,C,2.444813124752863,0.27
28,E4,C,1.5315433567178243,0.28
29,E4,C,1.022406598458202,0.29
30,E4,C,0.5119086322004925,0.3
31,E4,C,0.0,0.31
0,K4,Db,0.0,
1,K4,SSE,0.002101974819941578,
2,K4,R_int,-0.023699853683283145,
3,K4,r^2,0.9979335923866842,
0,K4,R,0.0,0.0
1,K4,R,-0.06568293412636707,0.02214285714285714
2,K4,R,-0.07932048429571746,0.04428571428571428
3,K4,R,-0.0793204785852856,0.06642857142857142
4,K4,R,-0.02506445822798864,0.08857142857142856
5,K4,R,-0.02552171251061402,0.11071428571428571
6,K4,R,-0.05795273700297838,0.13285714285714284
7,K4,R,-0.057938038576498416,0.155
8,K4,R,-0.02763466172281021,0.17714285714285713
9,K4,R,-0.01721065449182478,0.19928571428571426
10,K4,R,-0.016772426511282024,0.22142857142857142
11,K4,R,-0.09017418453850432,0.24357142857142855
12,K4,R,-0.14553301022053314,0.2657142857142857
13,K4,R,-0.0492030004472937,0.2878571428571428
14,K4,R,0.0,0.31
0,K4,C,230.35078179041176,0.0
1,K4,C,221.17709248156436,0.01
2,K4,C,211.49087085316788,0.02
3,K4,C,201.51242192908333,0.03
4,K4,C,191.3913214377444,0.04
5,K4,C,181.26260841404024,0.05
6,K4,C,171.20938160160594,0.06
7,K4,C,161.32342389130076,0.07
8,K4,C,151.57057463427148,0.08
9,K4,C,141.78801621581502,0.09
10,K4,C,131.90109299210073,0.1
11,K4,C,121.95395331827191,0.11
12,K4,C,112.01630380266757,0.12
13,K4,C,102.27382932175144,0.13
14,K4,C,92.89675631571694,0.14
15,K4,C,83.91980897560735,0.15
16,K4,C,75.38186755635219,0.16
17,K4,C,67.17026949855182,0.17
18,K4,C,59.15725730834804,0.18
19,K4,C,51.29685352327089,0.19
20,K4,C,43.552915735863614,0.2
21,K4,C,35.91874893588606,0.21
22,K4,C,28.40394638766245,0.22
23,K4,C,21.234612699453947,0.23
24,K4,C,14.802373850228449,0.24
25,K4,C,9.466181715573644,0.25
26,K4,C,5.533963609887443,0.26
27,K4,C,3.085460135751632,0.27
28,K4,C,1.624460971655465,0.28
29,K4,C,0.6823155680445538,0.29
30,K4,C,0.0,0.3
0,L2,Db,0.0,
1,L2,SSE,0.000665680344136721,
2,L2,R_int,-0.0191167413330006,
3,L2,r^2,0.999342374492076,
0,L2,R,0.0,0.0
1,L2,R,-0.01032666962688554,0.02142857142857143
2,L2,R,-0.053706874465990616,0.04285714285714286
3,L2,R,-0.06265297727819656,0.06428571428571428
4,L2,R,-0.03253748959205048,0.08571428571428572
5,L2,R,-0.032496465000582175,0.10714285714285715
6,L2,R,-0.03931909019367231,0.12857142857142856
7,L2,R,-0.023410283838621673,0.15
8,L2,R,-0.02341028021309194,0.17142857142857143
9,L2,R,-0.030528973292106253,0.19285714285714287
10,L2,R,-0.042440535907267686,0.2142857142857143
11,L2,R,-0.042496513758714397,0.2357142857142857
12,L2,R,-0.12541176556564418,0.2571428571428571
13,L2,R,-0.07600514496052815,0.2785714285714286
14,L2,R,0.0,0.3
0,L2,C,223.62966222134574,0.0
1,L2,C,216.0020429865453,0.01
2,L2,C,207.82266321396,0.02
3,L2,C,199.12231529959084,0.03
4,L2,C,190.04817207033366,0.04
5,L2,C,180.79177962820017,0.05
6,L2,C,171.47857176625445,0.06
7,L2,C,162.21303452791855,0.07
8,L2,C,153.0474054453963,0.08
9,L2,C,143.91467622489057,0.09
10,L2,C,134.76529826108415,0.1
11,L2,C,125.64328042266727,0.11
12,L2,C,116.5783856291314,0.12
13,L2,C,107.63666796285263,0.13
14,L2,C,98.88464644219293,0.14
15,L2,C,90.30574831351929,0.15
16,L2,C,81.85584679662517,0.16
17,L2,C,73.52165794976531,0.17
18,L2,C,65.31852409928277,0.18
19,L2,C,57.274895486152886,0.19
20,L2,C,49.442219655247456,0.2
21,L2,C,41.869260879837746,0.21
22,L2,C,34.62964826125846,0.22
23,L2,C,27.796526810255326,0.23
24,L2,C,21.389256729112436,0.24
25,L2,C,15.419397339590121,0.25
26,L2,C,10.16808604291009,0.26
27,L2,C,6.069271152649256,0.27
28,L2,C,3.270697602285389,0.28
29,L2,C,1.52959981265325,0.29
30,L2,C,0.5690283159304781,0.3
31,L2,C,0.0,0.31
0,E3,Db,0.0,
1,E3,SSE,0.007023657814960551,
2,E3,R_int,-0.012885711972140303,
3,E3,r^2,0.9930299624193341,
0,E3,R,0.0,0.0
1,E3,R,0.0,0.02214285714285714
2,E3,R,0.0,0.04428571428571428
3,E3,R,0.0,0.06642857142857142
4,E3,R,-0.04390754301059843,0.08857142857142856
5,E3,R,-0.04385688147342393,0.11071428571428571
6,E3,R,-0.023435027833048037,0.13285714285714284
7,E3,R,-0.02343549205323286,0.155
8,E3,R,-0.024068070644220268,0.17714285714285713
9,E3,R,-0.02409840902684279,0.19928571428571426
10,E3,R,-0.04086854414062329,0.22142857142857142
11,E3,R,-0.08722895291879032,0.24357142857142855
12,E3,R,-0.08722894454124541,0.2657142857142857
13,E3,R,-0.0027609512690063035,0.2878571428571428
14,E3,R,0.0,0.31
0,E3,C,229.26026834608274,0.0
1,E3,C,223.25090586571355,0.01
2,E3,C,216.7846790717686,0.02
3,E3,C,209.85895865958148,0.03
4,E3,C,202.49503922595287,0.04
5,E3,C,194.71638730853928,0.05
6,E3,C,186.53051784066759,0.06
7,E3,C,177.96473904758406,0.07
8,E3,C,169.04680951877396,0.08
9,E3,C,159.8316680682439,0.09
10,E3,C,150.5026564273534,0.1
11,E3,C,141.25553339841292,0.11
12,E3,C,132.16971647534578,0.12
13,E3,C,123.28893011260067,0.13
14,E3,C,114.64143966789376,0.14
15,E3,C,106.17509034953008,0.15
16,E3,C,97.83799475285045,0.16
17,E3,C,89.6185748478181,0.17
18,E3,C,81.53206747939541,0.18
19,E3,C,73.59695627909328,0.19
20,E3,C,65.83230722581541,0.2
21,E3,C,58.25196591171944,0.21
22,E3,C,50.870683743003994,0.22
23,E3,C,43.70017918256828,0.23
24,E3,C,36.74852230896946,0.24
25,E3,C,30.08746666040554,0.25
26,E3,C,23.79909438093906,0.26
27,E3,C,18.001285874682,0.27
28,E3,C,12.90722534894373,0.28
29,E3,C,8.731216370822223,0.29
30,E3,C,5.540238093540367,0.3
31,E3,C,3.342023508632253,0.31
32,E3,C,2.0889542949424884,0.32
33,E3,C,1.4067128476836595,0.33
34,E3,C,0.9179160779907624,0.34
35,E3,C,0.4531156473484573,0.35000000000000003
36,E3,C,0.0,0.36
0,F1,Db,0.0,
1,F1,SSE,0.007898698789433002,
2,F1,R_int,-0.014665055050301194,
3,F1,r^2,0.9921902275850125,
0,F1,R,0.0,0.0
1,F1,R,0.0,0.025714285714285714
2,F1,R,0.0,0.05142857142857143
3,F1,R,-0.02385577470563541,0.07714285714285714
4,F1,R,-0.02385299333866086,0.10285714285714286
5,F1,R,-0.023769449949527455,0.12857142857142856
6,F1,R,-0.014996538809984455,0.15428571428571428
7,F1,R,-0.014996531154692213,0.18
8,F1,R,-0.015208301722079568,0.2057142857142857
9,F1,R,-0.01533507557062267,0.23142857142857143
10,F1,R,-0.10166982906915091,0.2571428571428571
11,F1,R,-0.15055247500925464,0.28285714285714286
12,F1,R,-0.0720091877908733,0.30857142857142855
13,F1,R,0.0,0.3342857142857143
14,F1,R,0.0,0.36
0,F1,C,229.03214195925014,0.0
1,F1,C,222.75364446015607,0.01
2,F1,C,215.99782154433422,0.02
3,F1,C,208.76192615120596,0.03
4,F1,C,201.06820657635905,0.04
5,F1,C,192.94118032867573,0.05
6,F1,C,184.41078068274192,0.06
7,F1,C,175.58846164155847,0.07
8,F1,C,166.59589750974422,0.08
9,F1,C,157.46715878750186,0.09
10,F1,C,148.24441263049823,0.1
11,F1,C,138.9670364606615,0.11
12,F1,C,129.66037193138402,0.12
13,F1,C,120.35127108627347,0.13
14,F1,C,111.03455148745644,0.14
15,F1,C,101.69203151412927,0.15
16,F1,C,92.34239977610113,0.16
17,F1,C,83.00740417182513,0.17
18,F1,C,73.7013449241381,0.18
19,F1,C,64.44319325176495,0.19
20,F1,C,55.250046677709896,0.2
21,F1,C,46.13288903871189,0.21
22,F1,C,37.10542948993767,0.22
23,F1,C,28.497969209162115,0.23
24,F1,C,20.730636927378786,0.24
25,F1,C,14.155635348049138,0.25
26,F1,C,9.025529361660446,0.26
27,F1,C,5.548666114689727,0.27
28,F1,C,3.3633501184166823,0.28
29,F1,C,2.1007166194574483,0.29
30,F1,C,1.40874221992543,0.3
31,F1,C,0.9403597864942856,0.31
32,F1,C,0.4707454291270886,0.32
33,F1,C,0.0,0.33
0,J1,Db,0.0,
1,J1,SSE,0.0017637568588108946,
2,J1,R_int,-0.02823191338253531,
3,J1,r^2,0.998258285023416,
0,J1,R,0.0,0.0
1,J1,R,0.0,0.023571428571428573
2,J1,R,-0.10441118170657593,0.047142857142857146
3,J1,R,-0.10452004607210064,0.07071428571428572
4,J1,R,-0.10452004888000435,0.09428571428571429
5,J1,R,-0.05408849944300509,0.11785714285714287
6,J1,R,-0.05388392037133713,0.14142857142857143
7,J1,R,-0.053881739931521795,0.165
8,J1,R,-0.05388152270556304,0.18857142857142858
9,J1,R,-0.05391936392847768,0.21214285714285716
10,J1,R,-0.06811875706050323,0.23571428571428574
11,J1,R,-0.09363020578337163,0.2592857142857143
12,J1,R,-0.1265353256463305,0.28285714285714286
13,J1,R,-0.0069355825945297935,0.30642857142857144
14,J1,R,0.0,0.33
0,J1,C,227.13045863630248,0.0
1,J1,C,216.87200798332793,0.01
2,J1,C,205.79424322589244,0.02
3,J1,C,193.89185326305457,0.03
4,J1,C,181.56723265254647,0.04
5,J1,C,169.29053358264395,0.05
6,J1,C,157.15923005444367,0.06
7,J1,C,145.29785899885334,0.07
8,J1,C,133.82231398236843,0.08
9,J1,C,122.8205910245996,0.09
10,J1,C,112.16489639710116,0.1
11,J1,C,101.69695830704794,0.11
12,J1,C,91.46061052039383,0.12
13,J1,C,81.50846499842739,0.13
14,J1,C,71.88847761566657,0.14
15,J1,C,62.63495065328821,0.15
16,J1,C,53.786686913701494,0.16
17,J1,C,45.377781312716664,0.17
18,J1,C,37.43313823283711,0.18
19,J1,C,29.97962493964328,0.19
20,J1,C,23.118139134222368,0.2
21,J1,C,16.945681480005728,0.21
22,J1,C,11.624601152231786,0.22
23,J1,C,7.3172865388647095,0.23
24,J1,C,4.2265838434631835,0.24
25,J1,C,2.557232564765969,0.25
26,J1,C,1.6422876025461033,0.26
27,J1,C,0.8028183706540616,0.27
28,J1,C,0.0,0.28
0,K1,Db,0.0,
1,K1,SSE,0.00542761916380993,
2,K1,R_int,-0.018139328721946724,
3,K1,r^2,0.9946389423947385,
0,K1,R,0.0,0.0
1,K1,R,-0.051991092356205595,0.02
2,K1,R,-0.05199779053672397,0.04
3,K1,R,-0.051997790860086,0.06
4,K1,R,-0.034779646756897105,0.08
5,K1,R,-0.03477961735839854,0.1
6,K1,R,-0.034779528203243155,0.12
7,K1,R,-0.03477649559067352,0.14
8,K1,R,-0.020976274722777404,0.16
9,K1,R,-0.02097641989979606,0.18
10,K1,R,-0.021064808864103092,0.2
11,K1,R,-0.1427990036727639,0.22
12,K1,R,-0.0634162025277851,0.24
13,K1,R,0.0,0.26
14,K1,R,0.0,0.28
0,K1,C,228.73538825606497,0.0
1,K1,C,220.74153032907705,0.01
2,K1,C,212.23907944939197,0.02
3,K1,C,203.38275030653884,0.03
4,K1,C,194.3035833569782,0.04
5,K1,C,185.0764820069152,0.05
6,K1,C,175.75313073151608,0.06
7,K1,C,166.4071864617495,0.07
8,K1,C,157.1083779538746,0.08
9,K1,C,147.86161145761304,0.09
10,K1,C,138.66199605274014,0.1
11,K1,C,129.51292044791302,0.11
12,K1,C,120.44694668449657,0.12
13,K1,C,111.50519149351756,0.13
14,K1,C,102.72476299265064,0.14
15,K1,C,94.13119100864778,0.15
16,K1,C,85.75489537048324,0.16
17,K1,C,77.6228292605383,0.17
18,K1,C,69.75372207074892,0.18
19,K1,C,62.10731861544659,0.19
20,K1,C,54.63876942328523,0.2
21,K1,C,47.33197580657002,0.21
22,K1,C,40.19911308312973,0.22
23,K1,C,33.250895555562,0.23
24,K1,C,26.494904071198224,0.24
25,K1,C,19.93980677008561,0.25
26,K1,C,14.002091411232618,0.26
27,K1,C,9.265807739436378,0.27
28,K1,C,6.049040470351151,0.28
29,K1,C,3.9866966157373076,0.29
30,K1,C,2.7077972636343555,0.3
31,K1,C,1.9027699011398052,0.31
32,K1,C,1.2698292884061693,0.32
33,K1,C,0.6355146454870981,0.33
34,K1,C,0.0,0.34
0,F3,Db,0.0,
1,F3,SSE,0.0014305916760552516,
2,F3,R_int,-0.012041378638938526,
3,F3,r^2,0.9985815638891195,
0,F3,R,0.0,0.0
1,F3,R,0.0,0.02428571428571429
2,F3,R,0.0,0.04857142857142858
3,F3,R,0.0,0.07285714285714287
4,F3,R,-0.038542880155101794,0.09714285714285716
5,F3,R,-0.03854287730475585,0.12142857142857144
6,F3,R,-0.014249269909513603,0.14571428571428574
7,F3,R,-0.014252447256495118,0.17
8,F3,R,-0.025857487866190118,0.1942857142857143
9,F3,R,-0.025858253847350406,0.2185714285714286
10,F3,R,-0.05812390156148498,0.24285714285714288
11,F3,R,-0.09568212298689178,0.2671428571428572
12,F3,R,-0.06351142787919266,0.2914285714285715
13,F3,R,0.0,0.3157142857142858
14,F3,R,0.0,0.34
0,F3,C,234.68939283994519,0.0
1,F3,C,228.90344917112037,0.01
2,F3,C,222.65539817090138,0.02
3,F3,C,215.94224428646004,0.03
4,F3,C,208.7863925141535,0.04
5,F3,C,201.21262557805994,0.05
6,F3,C,193.2290572290529,0.06
7,F3,C,184.8645806341137,0.07
8,F3,C,176.1485083243503,0.08
9,F3,C,167.10369370859001,0.09
10,F3,C,157.89278695968835,0.1
11,F3,C,148.68930011792642,0.11
12,F3,C,139.6036150644496,0.12
13,F3,C,130.67874083052055,0.13
14,F3,C,121.95339763610406,0.14
15,F3,C,113.38051403934114,0.15
16,F3,C,104.89337288836352,0.16
17,F3,C,96.43165706440276,0.17
18,F3,C,88.00836825806681,0.18
19,F3,C,79.64022298369521,0.19
20,F3,C,71.3661765879514,0.2
21,F3,C,63.24478413827639,0.21
22,F3,C,55.33807684341105,0.22
23,F3,C,47.665253831309016,0.23
24,F3,C,40.234647481766544,0.24
25,F3,C,33.08546822086495,0.25
26,F3,C,26.365736578653532,0.26
27,F3,C,20.222761017457625,0.27
28,F3,C,14.819028046481732,0.28
29,F3,C,10.327219948103133,0.29
30,F3,C,6.919621452006275,0.3
31,F3,C,4.4843257471406215,0.31
32,F3,C,2.8852475362813363,0.32
33,F3,C,1.9446857590504512,0.33
34,F3,C,1.384210173525907,0.34
35,F3,C,0.9234687692766943,0.35000000000000003
36,F3,C,0.46203602584210746,0.36
37,F3,C,0.0,0.37
0,D1,Db,0.0,
1,D1,SSE,0.0076131323988448225,
2,D1,R_int,-0.009195730312254104,
3,D1,r^2,0.9924308276961853,
0,D1,R,0.0,0.0
1,D1,R,-0.0051041172756050215,0.02642857142857143
2,D1,R,-0.014100056771975976,0.05285714285714286
3,D1,R,-0.021938034235583912,0.07928571428571429
4,D1,R,-0.020822935865602465,0.10571428571428572
5,D1,R,-0.012387269710642527,0.13214285714285715
6,D1,R,-0.002534221319097939,0.15857142857142859
7,D1,R,-0.0008916995742617609,0.185
8,D1,R,-0.012810909599108003,0.21142857142857144
9,D1,R,-0.03446021030687531,0.23785714285714288
10,D1,R,-0.055152658325066016,0.2642857142857143
11,D1,R,-0.06026259922448316,0.2907142857142857
12,D1,R,-0.04319105799851943,0.31714285714285717
13,D1,R,-0.0024336172855283656,0.3435714285714286
14,D1,R,0.0,0.37
0,D1,C,225.0763706553286,0.0
1,D1,C,220.06427967438162,0.01
2,D1,C,214.6622067964409,0.02
3,D1,C,208.88018171680264,0.03
4,D1,C,202.7523200363317,0.04
5,D1,C,196.3261568085864,0.05
6,D1,C,189.63832845862547,0.06
7,D1,C,182.74591047426833,0.07
8,D1,C,175.70519094731532,0.08
9,D1,C,168.5613856731152,0.09
10,D1,C,161.37362196733105,0.1
11,D1,C,154.1728557368678,0.11
12,D1,C,146.97806836588097,0.12
13,D1,C,139.8150971628866,0.13
14,D1,C,132.68229718497375,0.14
15,D1,C,125.5674643520595,0.15
16,D1,C,118.46147575912075,0.16
17,D1,C,111.34686147594465,0.17
18,D1,C,104.19847345229351,0.18
19,D1,C,96.9931649140736,0.19
20,D1,C,89.73543098021187,0.2
21,D1,C,82.425290003812,0.21
22,D1,C,75.06502098270883,0.22
23,D1,C,67.70670903466146,0.23
24,D1,C,60.400211789740034,0.24
25,D1,C,53.19772171312565,0.25
26,D1,C,46.18834792061973,0.26
27,D1,C,39.459967556352396,0.27
28,D1,C,33.102173474652744,0.28
29,D1,C,27.200833353211006,0.29
30,D1,C,21.84081768744493,0.3
31,D1,C,17.10775866966906,0.31
32,D1,C,13.026446577309645,0.32
33,D1,C,9.620629862567961,0.33
34,D1,C,6.9139635252118055,0.34
35,D1,C,4.84286077623456,0.35000000000000003
36,D1,C,3.3427892414359506,0.36
37,D1,C,2.3487206617681933,0.37
38,D1,C,1.7021011132270953,0.38
39,D1,C,1.243623292404672,0.39
40,D1,C,0.8134409774981188,0.4
41,D1,C,0.40207563655036666,0.41000000000000003
42,D1,C,0.0,0.42
0,G5,Db,0.0,
1,G5,SSE,0.0008215465185233824,
2,G5,R_int,-0.009486091538442928,
3,G5,r^2,0.999185683420783,
0,G5,R,0.0,0.0
1,G5,R,-0.022949727444459608,0.03
2,G5,R,-0.04002624334328891,0.06
3,G5,R,-0.012544438138024683,0.09
4,G5,R,-0.01477027475663255,0.12
5,G5,R,-0.019578295363080696,0.15
6,G5,R,-0.008259944038430365,0.18
7,G5,R,-0.01229680997283331,0.21
8,G5,R,-0.010742059184437727,0.24
9,G5,R,-0.010742059937291232,0.27
10,G5,R,-0.01796183931642636,0.3
11,G5,R,-0.03014420183194619,0.32999999999999996
12,G5,R,-0.08394460084770464,0.36
13,G5,R,-0.011162353688112588,0.39
14,G5,R,0.0,0.42
0,G5,C,232.53129212403582,0.0
1,G5,C,227.1851376061797,0.01
2,G5,C,221.40090775863354,0.02
3,G5,C,215.23200958388404,0.03
4,G5,C,208.77229354856047,0.04
5,G5,C,202.11398115493884,0.05
6,G5,C,195.33663061414492,0.06
7,G5,C,188.5463727569994,0.07
8,G5,C,181.74210170754665,0.08
9,G5,C,174.8784587719132,0.09
10,G5,C,167.91258313598394,0.1
11,G5,C,160.86494436561568,0.11
12,G5,C,153.7631410991743,0.12
13,G5,C,146.64323140712406,0.13
14,G5,C,139.5452651733669,0.14
15,G5,C,132.50304958909217,0.15
16,G5,C,125.55580668259752,0.16
17,G5,C,118.70348415911829,0.17
18,G5,C,111.91735314538069,0.18
19,G5,C,105.16994517563393,0.19
20,G5,C,98.46347516966074,0.2
21,G5,C,91.82018812965899,0.21
22,G5,C,85.26446490545068,0.22
23,G5,C,78.80915343939782,0.23
24,G5,C,72.45350525544006,0.24
25,G5,C,66.19770984710367,0.25
26,G5,C,60.043607543638466,0.26
27,G5,C,53.994503329542496,0.27
28,G5,C,48.05433605869035,0.28
29,G5,C,42.23652840145306,0.29
30,G5,C,36.57144500034767,0.3
31,G5,C,31.089998724916637,0.31
32,G5,C,25.828412797915398,0.32
33,G5,C,20.8361664034531,0.33
34,G5,C,16.163091342507478,0.34
35,G5,C,11.893951795291791,0.35000000000000003
36,G5,C,8.24200363397701,0.36
37,G5,C,5.4210771905874156,0.37
38,G5,C,3.5738524059215413,0.38
39,G5,C,2.4146625748919144,0.39
40,G5,C,1.657087027602529,0.4
41,G5,C,1.031439865901573,0.41000000000000003
42,G5,C,0.4937554326759395,0.42
43,G5,C,0.0,0.43
0,H5,Db,0.0,
1,H5,SSE,0.00075303381285857,
2,H5,R_int,-0.010135785309632203,
3,H5,r^2,0.999255310247249,
0,H5,R,0.0,0.0
1,H5,R,-0.003293247947216226,0.030714285714285715
2,H5,R,-0.049795408744319924,0.06142857142857143
3,H5,R,-0.01766488490108736,0.09214285714285714
4,H5,R,-0.002059814759917719,0.12285714285714286
5,H5,R,-0.011432293366039776,0.15357142857142858
6,H5,R,-0.016941838977775105,0.18428571428571427
7,H5,R,-0.010707349350415172,0.215
8,H5,R,-0.010546189876596437,0.24571428571428572
9,H5,R,-0.019948437715031287,0.2764285714285714
10,H5,R,-0.03510543342683731,0.30714285714285716
11,H5,R,-0.035105432762129435,0.33785714285714286
12,H5,R,-0.10273521113896944,0.36857142857142855
13,H5,R,0.0,0.3992857142857143
14,H5,R,0.0,0.43
0,H5,C,228.83661938305565,0.0
1,H5,C,223.53010165846183,0.01
2,H5,C,217.75017600850796,0.02
3,H5,C,211.50157981135908,0.03
4,H5,C,204.83600657304655,0.04
5,H5,C,197.91128991408382,0.05
6,H5,C,190.8881911597796,0.06
7,H5,C,183.90198372937664,0.07
8,H5,C,176.91947659000724,0.08
9,H5,C,169.8766729710688,0.09
10,H5,C,162.7335913924184,0.1
11,H5,C,155.4714479478704,0.11
12,H5,C,148.05397449495473,0.12
13,H5,C,140.5010668976428,0.13
14,H5,C,132.86978535728113,0.14
15,H5,C,125.2096175483976,0.15
16,H5,C,117.56678504968,0.16
17,H5,C,109.98197802922456,0.17
18,H5,C,102.48943713393737,0.18
19,H5,C,95.08728352345175,0.19
20,H5,C,87.76435749841545,0.2
21,H5,C,80.50389035033841,0.21
22,H5,C,73.31510731314913,0.22
23,H5,C,66.20594291603553,0.23
24,H5,C,59.18670359347192,0.24
25,H5,C,52.30278985604143,0.25
26,H5,C,45.599185645691996,0.26
27,H5,C,39.12597883463035,0.27
28,H5,C,32.95143787222011,0.28
29,H5,C,27.143589085815368,0.29
30,H5,C,21.742213185996484,0.3
31,H5,C,16.75105773416698,0.31
32,H5,C,12.173248462014632,0.32
33,H5,C,8.173994283878184,0.33
34,H5,C,5.04158504717947,0.34
35,H5,C,3.064851942399396,0.35000000000000003
36,H5,C,2.0178276390001715,0.36
37,H5,C,1.467274795922022,0.37
38,H5,C,0.9785156208245102,0.38
39,H5,C,0.4894075931567236,0.39
40,H5,C,0.0,0.4
0,C5,Db,0.0,
1,C5,SSE,0.0036572342015024515,
2,C5,R_int,-0.010991496886584993,
3,C5,r^2,0.9963634506152402,
0,C5,R,0.0,0.0
1,C5,R,-0.0321603608693424,0.028571428571428574
2,C5,R,-0.032160029007987825,0.05714285714285715
3,C5,R,-0.01984501644463624,0.08571428571428572
4,C5,R,-0.01984507825066492,0.1142857142857143
5,C5,R,-0.01984506723652502,0.14285714285714288
6,C5,R,-0.015519689273997004,0.17142857142857143
7,C5,R,-0.013854736485275711,0.2
8,C5,R,-0.013854746172236298,0.2285714285714286
9,C5,R,-0.019803090597149017,0.2571428571428572
10,C5,R,-0.024454594418315382,0.28571428571428575
11,C5,R,-0.032471601355343965,0.31428571428571433
12,C5,R,-0.0613267905777029,0.34285714285714286
13,C5,R,-0.036816880226800824,0.37142857142857144
14,C5,R,0.0,0.4
0,C5,C,228.65766776686084,0.0
1,C5,C,222.90248644862598,0.01
2,C5,C,216.69549912127422,0.02
3,C5,C,210.11895581863064,0.03
4,C5,C,203.29156844152357,0.04
5,C5,C,196.27293574607035,0.05
6,C5,C,189.1019208062928,0.06
7,C5,C,181.82751332499132,0.07
8,C5,C,174.4668478838462,0.08
9,C5,C,167.01417334583743,0.09
10,C5,C,159.48998967711,0.1
11,C5,C,151.9332894980084,0.11
12,C5,C,144.3690520543663,0.12
13,C5,C,136.83031011617658,0.13
14,C5,C,129.34666896901928,0.14
15,C5,C,121.93730492423175,0.15
16,C5,C,114.61425671238248,0.16
17,C5,C,107.38141359057222,0.17
18,C5,C,100.23479649840196,0.18
19,C5,C,93.18168966391346,0.19
20,C5,C,86.22870215682349,0.2
21,C5,C,79.37750244224776,0.21
22,C5,C,72.6380781676144,0.22
23,C5,C,66.01907863284819,0.23
24,C5,C,59.52952314732358,0.24
25,C5,C,53.2005370150049,0.25
26,C5,C,47.06262535161135,0.26
27,C5,C,41.14298200852049,0.27
28,C5,C,35.46566242496946,0.28
29,C5,C,30.054177806767214,0.29
30,C5,C,24.93691424833761,0.3
31,C5,C,20.150703728782084,0.31
32,C5,C,15.73205612392045,0.32
33,C5,C,11.767042464497958,0.33
34,C5,C,8.37981444563467,0.34
35,C5,C,5.694558519255384,0.35000000000000003
36,C5,C,3.6739759426180694,0.36
37,C5,C,2.2158661646626343,0.37
38,C5,C,1.2174657173471148,0.38
39,C5,C,0.530786776436043,0.39
40,C5,C,0.0,0.4
0,B5,Db,0.0,
1,B5,SSE,0.00037394207770162936,
2,B5,R_int,-0.011550123253978589,
3,B5,r^2,0.9996317643774364,
0,B5,R,0.0,0.0
1,B5,R,-0.04556027391278355,0.028571428571428574
2,B5,R,-0.03820583177414419,0.05714285714285715
3,B5,R,-0.020548255234525067,0.08571428571428572
4,B5,R,-0.02063742468212568,0.1142857142857143
5,B5,R,-0.02074689377986805,0.14285714285714288
6,B5,R,-0.014562967115092976,0.17142857142857143
7,B5,R,-0.00391548516890491,0.2
8,B5,R,-0.003915493609136078,0.2285714285714286
9,B5,R,-0.050973918780688514,0.2571428571428572
10,B5,R,-0.016133479262457052,0.28571428571428575
11,B5,R,0.0,0.31428571428571433
12,B5,R,-0.12413714458182996,0.34285714285714286
13,B5,R,0.0,0.37142857142857144
14,B5,R,0.0,0.4
0,B5,C,228.30270271600966,0.0
1,B5,C,222.2581633160419,0.01
2,B5,C,215.76450249518345,0.02
3,B5,C,208.93988777363504,0.03
4,B5,C,201.93963132604873,0.04
5,B5,C,194.81678556341137,0.05
6,B5,C,187.59905601797456,0.06
7,B5,C,180.32228872122477,0.07
8,B5,C,172.99140626290827,0.08
9,B5,C,165.58604186402917,0.09
10,B5,C,158.11765663672213,0.1
11,B5,C,150.62578783354707,0.11
12,B5,C,143.13602790848142,0.12
13,B5,C,135.68194553941808,0.13
14,B5,C,128.2936852714161,0.14
15,B5,C,120.99104048006282,0.15
16,B5,C,113.7811880853262,0.16
17,B5,C,106.66073644833921,0.17
18,B5,C,99.61823526454056,0.18
19,B5,C,92.62902549188463,0.19
20,B5,C,85.66289410956966,0.2
21,B5,C,78.6839545694263,0.21
22,B5,C,71.70057304132438,0.22
23,B5,C,64.72011057295333,0.23
24,B5,C,57.77456159835723,0.24
25,B5,C,51.06412033410383,0.25
26,B5,C,44.79058701510758,0.26
27,B5,C,39.05832869122278,0.27
28,B5,C,33.72873131837018,0.28
29,B5,C,28.66085730323392,0.29
30,B5,C,23.744920487890454,0.3
31,B5,C,18.915531525973392,0.31
32,B5,C,14.106574108229314,0.32
33,B5,C,9.588970264065594,0.33
34,B5,C,5.888905739111872,0.34
35,B5,C,3.5341258641430082,0.35000000000000003
36,B5,C,2.3027692737366734,0.36
37,B5,C,1.6713409386019102,0.37
38,B5,C,1.1146059488589364,0.38
39,B5,C,0.5574735887093715,0.39
40,B5,C,0.0,0.4
0,L5,Db,0.0,
1,L5,SSE,0.0013997518904337082,
2,L5,R_int,-0.011597751622491295,
3,L5,r^2,0.998615655062722,
0,L5,R,-2.279458209541157e-05,0.0
1,L5,R,-0.027622968902124193,0.028571428571428574
2,L5,R,-0.05094797176595181,0.05714285714285715
3,L5,R,-0.04635896533171644,0.08571428571428572
4,L5,R,-0.02864478024041761,0.1142857142857143
5,L5,R,-0.011913651411355365,0.14285714285714288
6,L5,R,-0.0008252630637817602,0.17142857142857143
7,L5,R,-0.031021068250569443,0.2
8,L5,R,-0.004239343252352478,0.2285714285714286
